epoch,train_loss,train_accuracy,val_loss,val_accuracy
69,0.04312650688613454,0.975,0.08631477157274882,0.9666666666666667
70,0.039714319608174266,0.9833333333333333,0.07500779430071512,0.9666666666666667
71,0.04442194006405771,0.9833333333333333,0.0796245147784551,0.9666666666666667
72,0.04931635559381296,0.975,0.09027532537778218,0.9333333333333333
73,0.03781014244693021,0.975,0.07140247722466787,0.9666666666666667
74,0.04540104339830577,0.9833333333333333,0.08787435355285804,0.9666666666666667
75,0.0432415553368628,0.975,0.08262849847475688,0.9666666666666667
76,0.04821730330586434,0.975,0.07144177556037903,0.9666666666666667
77,0.03186813509479786,0.975,0.09201110005378724,0.9666666666666667
78,0.049875882275712984,0.975,0.0761128768324852,0.9666666666666667
79,0.03964494896742205,0.975,0.07499786913394928,0.9333333333333333
80,0.03567363386197637,0.975,0.06980933447678885,0.9666666666666667
81,0.032411044362622,0.9833333333333333,0.07478739693760872,0.9666666666666667
82,0.03355075028375722,0.9833333333333333,0.07336838692426681,0.9666666666666667
83,0.035298605569793536,0.9833333333333333,0.0737281081577142,0.9666666666666667
84,0.036654977663420144,0.9833333333333333,0.07648935218652089,0.9666666666666667
85,0.03393501485697925,0.9833333333333333,0.07671425491571426,0.9666666666666667
86,0.035119003243744375,0.9833333333333333,0.08093884388605753,0.9666666666666667
87,0.033741376723628494,0.9833333333333333,0.0845664861301581,0.9666666666666667
88,0.031582044321112335,0.9833333333333333,0.07988973011573156,0.9666666666666667
89,0.03044298286549747,0.9833333333333333,0.07966868182023366,0.9666666666666667
90,0.03350830273702741,0.9833333333333333,0.07832560290892919,0.9666666666666667
91,0.030388035524326066,0.9833333333333333,0.07343772848447164,0.9666666666666667
92,0.04011802723786483,0.9833333333333333,0.07058342297871907,0.9666666666666667
93,0.032858594219821194,0.9833333333333333,0.07190544803937277,1.0
94,0.033191902562975883,0.975,0.06540473649899164,0.9666666666666667
95,0.02790190795979773,0.9833333333333333,0.0729527768989404,0.9666666666666667
96,0.03226574591438596,0.9916666666666667,0.06657265375057857,0.9666666666666667
97,0.03345080137175197,0.9833333333333333,0.08480154077212015,0.9666666666666667
98,0.031151162825214365,0.9833333333333333,0.10753939499457678,0.9666666666666667
99,0.030485266357815514,0.9833333333333333,0.09019362777471543,0.9666666666666667
100,0.028278190997662024,0.9833333333333333,0.09026436060667038,0.9666666666666667
